START
S02034;A;B;0;a
S02034;H;B;2;a
S02034;H;E;3;a
S02034;C;B;4;a
S02034;C;E;5;a
S02034;B;B;6;a
S02034;B;E;7;a
S02034;A;E;8;a
STOP
START
S02034;A;B;0;a
S02034;D;B;3;a
S02034;D;E;5;a
S02034;C;B;7;a
S02034;C;E;9;a
S02034;B;B;11;a
S02034;B;E;13;a
S02034;A;E;15;a
STOP
START
S02034;A;B;0;a
S02034;F;B;2;a
S02034;F;E;4;a
S02034;C;B;6;a
S02034;C;E;8;a
S02034;B;B;10;a
S02034;B;E;12;a
S02034;A;E;14;a
STOP
START
S02034;A;B;0;a
S02034;F;B;10;a
S02034;C;B;20;a
S02034;C;E;30;a
S02034;F;E;40;a
S02034;D;B;50;a
S02034;D;E;60;a
S02034;A;E;70;a
STOP
