START
S02034;A;B;98483940;a
S02034;C;B;98483941;a
S02034;C;E;98483942;a
S02034;B;B;98483950;a
S02034;B;E;98483955;a
S02034;A;E;98483956;a
STOP
START
S02034;F;B;98483940;a
S02034;G;B;98483941;a
S02034;G;E;98483942;a
S02034;H;B;98483950;a
S02034;H;E;98483955;a
S02034;F;E;98483976;a
STOP
START
S02034;I;B;98483940;a
S02034;L;B;98483941;a
S02034;L;E;98483942;a
S02034;M;B;98483950;a
S02034;M;E;98483955;a
S02034;N;B;98483960;a
S02034;N;E;98483965;a
S02034;P;B;98483966;a
S02034;P;E;98483979;a
S02034;I;E;98483981;a
STOP


